id_cliente,nome,cidade,estado,regiao
453,Aline Ferreira Ribeiro,Novo Hamburgo,RS,Sul
454,Joao Alves Rocha,Ceilandia,DF,Centro-oeste
455,Leonardo Vieira Santos,Juazeiro do Norte,CE,Nordeste
456,Maria Araujo Rocha,Caruaru,PE,Nordeste
457,Bruna Martins Mendes,Paranagua,PR,Sul
458,Francisca Gomes Vieira,Sao Paulo,SP,Sudeste
459,Larissa Silva Carvalho,Feira de Santana,BA,Nordeste
460,Guilherme Lima Lima,Planaltina,DF,Centro-oeste
461,Jessica Nunes Nunes,Cascavel,PR,Sul
462,Rodrigo Carvalho Rodrigues,Nova Iguacu,RJ,Sudeste
463,Gabriel Nunes Vieira,Petropolis,RJ,Sudeste
464,Jessica Oliveira Oliveira,Brasilia,DF,Centro-oeste
465,Bruna Vieira Rocha,Quixada,CE,Nordeste
466,Fernando Rocha Gomes,Manacapuru,AM,Norte
467,Jose Martins Pereira,Paulista,PE,Nordeste
468,Pedro Rocha Silva,Presidente Figueiredo,AM,Norte
469,Thiago Lima Pereira,Brasilia,DF,Centro-oeste
470,Marcelo Souza Nunes,Cabo Frio,RJ,Sudeste
471,Claudia Mendes Lima,Gravatai,RS,Sul
472,Luana Mendes Silva,Caruaru,PE,Nordeste
473,Jessica Martins Rocha,Londrina,PR,Sul
474,Claudia Ribeiro Oliveira,Itabuna,BA,Nordeste
475,Diego Alves Costa,Canoas,RS,Sul
476,Claudia Vieira Martins,Itapipoca,CE,Nordeste
477,Vanessa Santos Costa,Planaltina,DF,Centro-oeste
478,Alexandre Rocha Lima,Osasco,SP,Sudeste
479,Eduardo Santos Rocha,Cabo Frio,RJ,Sudeste
480,Joao Silva Alves,Lauro de Freitas,BA,Nordeste
481,Marcos Pereira Lima,Ipatinga,MG,Sudeste
482,Rodrigo Martins Martins,Taguatinga,DF,Centro-oeste
483,Claudia Souza Lima,Pelotas,RS,Sul
484,Joao Ferreira Araujo,Teixeira de Freitas,BA,Nordeste
485,Mateus Mendes Santos,Santa Maria,RS,Sul
486,Antonia Barbosa Ribeiro,Salvador,BA,Nordeste
487,Mateus Vieira Alves,Foz do Iguacu,PR,Sul
488,Beatriz Barbosa Oliveira,Juiz de Fora,MG,Sudeste
489,Leonardo Mendes Carvalho,Gravatai,RS,Sul
490,Renata Lima Vieira,Sobradinho,DF,Centro-oeste
491,Paulo Silva Rodrigues,Pelotas,RS,Sul
492,Antonio Costa Nunes,Niteroi,RJ,Sudeste
493,Francisca Carvalho Gomes,Juiz de Fora,MG,Sudeste
494,Maria Santos Martins,Colombo,PR,Sul
495,Rodrigo Nunes Ferreira,Autazes,AM,Norte
496,Beatriz Nunes Pereira,Petrolina,PE,Nordeste
497,Joao Rocha Rodrigues,Guarulhos,SP,Sudeste
498,Alexandre Araujo Gomes,Itabuna,BA,Nordeste
499,Jessica Carvalho Pereira,Santa Maria,RS,Sul
500,Lucas Rocha Vieira,Caruaru,PE,Nordeste
501,Luiz Souza Barbosa,Gravatai,RS,Sul
502,Eduardo Silva Ferreira,Fortaleza,CE,Nordeste
503,Joao Costa Alves,Teixeira de Freitas,BA,Nordeste
504,Thiago Rodrigues Santos,Juazeiro do Norte,CE,Nordeste
505,Aline Carvalho Silva,Porto Alegre,RS,Sul
506,Alexandre Souza Rocha,Vitoria da Conquista,BA,Nordeste
507,Vanessa Rocha Souza,Salvador,BA,Nordeste
508,Patricia Araujo Ribeiro,Caruaru,PE,Nordeste
509,Gabriela Costa Vieira,Ipatinga,MG,Sudeste
510,Camila Santos Santos,Petropolis,RJ,Sudeste
511,Eduardo Martins Barbosa,Betim,MG,Sudeste
512,Felipe Nunes Gomes,Tabatinga,AM,Norte
513,Aline Vieira Nunes,Sobral,CE,Nordeste
514,Leticia Silva Rocha,Samambaia,DF,Centro-oeste
515,Priscila Nunes Carvalho,Planaltina,DF,Centro-oeste
516,Gabriel Souza Souza,Juiz de Fora,MG,Sudeste
517,Andre Alves Souza,Presidente Figueiredo,AM,Norte
518,Rafael Pereira Vieira,Angra dos Reis,RJ,Sudeste
519,Diego Araujo Martins,Campinas,SP,Sudeste
520,Pedro Rocha Souza,Canoas,RS,Sul
521,Gabriela Ferreira Nunes,Iguatu,CE,Nordeste
522,Paulo Nunes Carvalho,Guara,DF,Centro-oeste
523,Vanessa Ribeiro Martins,Samambaia,DF,Centro-oeste
524,Bruna Nunes Lima,Sao Paulo,SP,Sudeste
525,Larissa Rodrigues Gomes,Salvador,BA,Nordeste
526,Larissa Nunes Mendes,Crato,CE,Nordeste
527,Rafael Mendes Pereira,Aguas Claras,DF,Centro-oeste
528,Isabela Oliveira Ribeiro,Planaltina,DF,Centro-oeste
529,Gabriela Carvalho Oliveira,Jaboatao dos Guararapes,PE,Nordeste
530,Mariana Vieira Silva,Sorocaba,SP,Sudeste
531,Camila Rocha Pereira,Recanto das Emas,DF,Centro-oeste
532,Bruno Gomes Carvalho,Itapipoca,CE,Nordeste
533,Aline Oliveira Carvalho,Caninde,CE,Nordeste
534,Ricardo Mendes Alves,Caxias do Sul,RS,Sul
535,Camila Mendes Oliveira,Juazeiro,BA,Nordeste
536,Leonardo Silva Gomes,Fortaleza,CE,Nordeste
537,Rafael Rodrigues Oliveira,Curitiba,PR,Sul
538,Antonia Gomes Barbosa,Manacapuru,AM,Norte
539,Simone Lima Nunes,Serra Talhada,PE,Nordeste
540,Paulo Santos Gomes,Fortaleza,CE,Nordeste
541,Marcos Martins Souza,Gravata,PE,Nordeste
542,Beatriz Vieira Nunes,Caninde,CE,Nordeste
543,Fabio Rocha Gomes,Sorocaba,SP,Sudeste
544,Luiz Pereira Rocha,Osasco,SP,Sudeste
545,Gabriel Carvalho Rodrigues,Caruaru,PE,Nordeste
546,Luiz Vieira Ribeiro,Uberaba,MG,Sudeste
547,Fernanda Rodrigues Gomes,Taguatinga,DF,Centro-oeste
548,Eduardo Souza Ferreira,Garanhuns,PE,Nordeste
549,Fabio Lima Rodrigues,Piracicaba,SP,Sudeste
550,Guilherme Vieira Pereira,Feira de Santana,BA,Nordeste
551,Mateus Vieira Costa,Juazeiro do Norte,CE,Nordeste
552,Jose Araujo Silva,Caxias do Sul,RS,Sul
553,Leticia Vieira Costa,Recife,PE,Nordeste
554,Bruna Ribeiro Carvalho,Manaus,AM,Norte
555,Felipe Santos Pereira,Tefe,AM,Norte
556,Ana Alves Gomes,Juazeiro do Norte,CE,Nordeste
557,Fabio Santos Rocha,Parintins,AM,Norte
558,Luana Nunes Rodrigues,Santos,SP,Sudeste
559,Renata Alves Barbosa,Niteroi,RJ,Sudeste
560,Tatiane Martins Oliveira,Gravata,PE,Nordeste
561,Paulo Ribeiro Mendes,Sao Bernardo do Campo,SP,Sudeste
562,Alexandre Barbosa Gomes,Piracicaba,SP,Sudeste
563,Andre Costa Nunes,Erechim,RS,Sul
564,Felipe Oliveira Vieira,Sao Jose dos Pinhais,PR,Sul
565,Fernanda Santos Ferreira,Belo Horizonte,MG,Sudeste
566,Sandra Ribeiro Oliveira,Betim,MG,Sudeste
567,Renata Vieira Mendes,Campinas,SP,Sudeste
568,Gustavo Carvalho Oliveira,Juazeiro do Norte,CE,Nordeste
569,Aline Ribeiro Rocha,Brasilia,DF,Centro-oeste
570,Tatiane Rocha Oliveira,Serra Talhada,PE,Nordeste
571,Guilherme Vieira Martins,Maues,AM,Norte
572,Luana Vieira Pereira,Guarulhos,SP,Sudeste
573,Fernanda Vieira Araujo,Manacapuru,AM,Norte
574,Renata Gomes Lima,Tabatinga,AM,Norte
575,Gabriel Ribeiro Carvalho,Gravatai,RS,Sul
576,Beatriz Costa Santos,Tabatinga,AM,Norte
577,Jessica Santos Rocha,Sao Jose dos Campos,SP,Sudeste
578,Adriana Martins Oliveira,Gravata,PE,Nordeste
579,Bruna Ferreira Vieira,Guarapuava,PR,Sul
580,Lucas Martins Barbosa,Uberlandia,MG,Sudeste
581,Simone Alves Oliveira,Itacoatiara,AM,Norte
582,Andre Rocha Gomes,Contagem,MG,Sudeste
583,Rodrigo Rocha Souza,Teixeira de Freitas,BA,Nordeste
584,Alexandre Gomes Silva,Canoas,RS,Sul
585,Gabriel Barbosa Souza,Rio de Janeiro,RJ,Sudeste
586,Antonia Alves Nunes,Betim,MG,Sudeste
587,Antonio Gomes Vieira,Belo Horizonte,MG,Sudeste
588,Ana Souza Carvalho,Uberaba,MG,Sudeste
589,Renata Barbosa Vieira,Parintins,AM,Norte
590,Francisca Barbosa Souza,Canoas,RS,Sul
591,Carolina Lima Martins,Quixada,CE,Nordeste
592,Francisco Martins Costa,Recanto das Emas,DF,Centro-oeste
593,Bruna Souza Ribeiro,Maues,AM,Norte
594,Patricia Vieira Pereira,Volta Redonda,RJ,Sudeste
595,Gabriela Araujo Araujo,Uberlandia,MG,Sudeste
596,Antonia Mendes Vieira,Juazeiro do Norte,CE,Nordeste
597,Francisca Vieira Souza,Campinas,SP,Sudeste
598,Luana Mendes Silva,Coari,AM,Norte
599,Leticia Alves Alves,Paulista,PE,Nordeste
600,Carolina Rocha Carvalho,Manaus,AM,Norte
601,Claudia Martins Souza,Aguas Claras,DF,Centro-oeste
602,Bruna Carvalho Araujo,Contagem,MG,Sudeste
603,Fabio Martins Araujo,Campinas,SP,Sudeste
604,Gustavo Costa Araujo,Itapipoca,CE,Nordeste
605,Leticia Rocha Araujo,Pelotas,RS,Sul
606,Gabriela Costa Pereira,Gama,DF,Centro-oeste
607,Gabriela Costa Martins,Pocos de Caldas,MG,Sudeste
608,Antonio Rocha Vieira,Presidente Figueiredo,AM,Norte
609,Luana Ribeiro Nunes,Itapipoca,CE,Nordeste
610,Vinicius Gomes Gomes,Planaltina,DF,Centro-oeste
611,Gabriela Ferreira Mendes,Paranagua,PR,Sul
612,Antonio Lima Lima,Curitiba,PR,Sul
613,Raquel Mendes Rodrigues,Passo Fundo,RS,Sul
614,Mariana Santos Ribeiro,Iguatu,CE,Nordeste
615,Felipe Ferreira Alves,Rio de Janeiro,RJ,Sudeste
616,Andre Gomes Costa,Sobral,CE,Nordeste
617,Jessica Silva Gomes,Campinas,SP,Sudeste
618,Mariana Araujo Vieira,Duque de Caxias,RJ,Sudeste
619,Alexandre Pereira Mendes,Camacari,BA,Nordeste
620,Claudia Oliveira Silva,Crato,CE,Nordeste
621,Aline Alves Santos,Samambaia,DF,Centro-oeste
622,Renata Souza Oliveira,Petropolis,RJ,Sudeste
623,Fernando Oliveira Barbosa,Uberlandia,MG,Sudeste
624,Bruna Carvalho Ribeiro,Caucaia,CE,Nordeste
625,Fernanda Vieira Carvalho,Pocos de Caldas,MG,Sudeste
626,Ricardo Souza Barbosa,Teresopolis,RJ,Sudeste
627,Maria Costa Rodrigues,Montes Claros,MG,Sudeste
628,Larissa Costa Costa,Porto Alegre,RS,Sul
629,Claudia Costa Souza,Guarapuava,PR,Sul
630,Tatiane Oliveira Martins,Ponta Grossa,PR,Sul
631,Bruna Alves Gomes,Angra dos Reis,RJ,Sudeste
632,Pedro Silva Mendes,Coari,AM,Norte
633,Claudia Barbosa Silva,Sao Bernardo do Campo,SP,Sudeste
634,Ricardo Rocha Barbosa,Rio de Janeiro,RJ,Sudeste
635,Joao Costa Vieira,Belo Horizonte,MG,Sudeste
636,Antonia Barbosa Vieira,Angra dos Reis,RJ,Sudeste
637,Patricia Oliveira Alves,Teresopolis,RJ,Sudeste
638,Thiago Alves Santos,Duque de Caxias,RJ,Sudeste
639,Marcia Martins Nunes,Uberlandia,MG,Sudeste
640,Paulo Silva Costa,Teresopolis,RJ,Sudeste
641,Vinicius Costa Rodrigues,Iguatu,CE,Nordeste
642,Carolina Santos Vieira,Porto Seguro,BA,Nordeste
643,Fernanda Souza Rocha,Manacapuru,AM,Norte
644,Priscila Alves Lima,Quixada,CE,Nordeste
645,Fabio Santos Santos,Foz do Iguacu,PR,Sul
646,Simone Barbosa Santos,Belo Horizonte,MG,Sudeste
647,Francisca Pereira Barbosa,Gravatai,RS,Sul
648,Camila Pereira Souza,Caxias do Sul,RS,Sul
649,Ana Araujo Rodrigues,Paulista,PE,Nordeste
650,Pedro Martins Lima,Brasilia,DF,Centro-oeste
651,Mateus Barbosa Barbosa,Sao Jose dos Pinhais,PR,Sul
652,Tatiane Vieira Ferreira,Gravata,PE,Nordeste
653,Fernanda Mendes Costa,Canoas,RS,Sul
654,Lucas Mendes Rodrigues,Guarulhos,SP,Sudeste
655,Marcelo Carvalho Costa,Cabo Frio,RJ,Sudeste
656,Jessica Alves Rodrigues,Guarulhos,SP,Sudeste
657,Felipe Mendes Mendes,Olinda,PE,Nordeste
658,Renata Silva Oliveira,Ribeirao Preto,SP,Sudeste
659,Renata Vieira Nunes,Osasco,SP,Sudeste
660,Antonia Carvalho Martins,Vitoria da Conquista,BA,Nordeste
661,Vanessa Alves Rodrigues,Itapipoca,CE,Nordeste
662,Simone Pereira Ribeiro,Curitiba,PR,Sul
663,Felipe Costa Rocha,Coari,AM,Norte
664,Adriana Oliveira Alves,Betim,MG,Sudeste
665,Marcos Souza Rodrigues,Ribeirao Preto,SP,Sudeste
666,Vanessa Rodrigues Costa,Ponta Grossa,PR,Sul
667,Vinicius Pereira Rocha,Teixeira de Freitas,BA,Nordeste
668,Larissa Nunes Barbosa,Maringa,PR,Sul
669,Rafael Gomes Santos,Uberaba,MG,Sudeste
670,Sandra Ferreira Ferreira,Sorocaba,SP,Sudeste
671,Marcos Martins Ferreira,Vitoria da Conquista,BA,Nordeste
672,Paulo Nunes Gomes,Ipatinga,MG,Sudeste
673,Diego Nunes Rocha,Sao Jose dos Pinhais,PR,Sul
674,Isabela Barbosa Ribeiro,Parintins,AM,Norte
675,Leonardo Pereira Barbosa,Samambaia,DF,Centro-oeste
676,Adriana Lima Alves,Cabo Frio,RJ,Sudeste
677,Gabriel Vieira Vieira,Governador Valadares,MG,Sudeste
678,Joao Gomes Martins,Passo Fundo,RS,Sul
679,Sandra Ferreira Araujo,Contagem,MG,Sudeste
680,Mateus Rocha Ribeiro,Sao Bernardo do Campo,SP,Sudeste
681,Eduardo Barbosa Mendes,Colombo,PR,Sul
682,Thiago Gomes Mendes,Porto Alegre,RS,Sul
683,Luiz Costa Souza,Porto Alegre,RS,Sul
684,Beatriz Oliveira Vieira,Paranagua,PR,Sul
685,Diego Mendes Silva,Montes Claros,MG,Sudeste
686,Juliana Martins Ferreira,Salvador,BA,Nordeste
687,Ricardo Oliveira Rocha,Taguatinga,DF,Centro-oeste
688,Gabriel Gomes Lima,Belo Horizonte,MG,Sudeste
689,Amanda Costa Araujo,Pocos de Caldas,MG,Sudeste
690,Adriana Nunes Vieira,Igarassu,PE,Nordeste
691,Carlos Silva Costa,Itapipoca,CE,Nordeste
692,Camila Ferreira Gomes,Contagem,MG,Sudeste
693,Carlos Oliveira Araujo,Recife,PE,Nordeste
694,Vinicius Rocha Mendes,Campinas,SP,Sudeste
695,Simone Souza Souza,Montes Claros,MG,Sudeste
696,Mateus Lima Mendes,Samambaia,DF,Centro-oeste
697,Antonia Mendes Silva,Pocos de Caldas,MG,Sudeste
698,Antonia Alves Rocha,Caucaia,CE,Nordeste
699,Bruna Araujo Alves,Feira de Santana,BA,Nordeste
700,Carlos Costa Martins,Teixeira de Freitas,BA,Nordeste
701,Felipe Vieira Gomes,Guarapuava,PR,Sul
702,Luana Costa Martins,Igarassu,PE,Nordeste
703,Francisca Souza Rodrigues,Uberlandia,MG,Sudeste
704,Camila Alves Vieira,Sobral,CE,Nordeste
705,Simone Carvalho Martins,Caninde,CE,Nordeste
706,Felipe Souza Souza,Belo Horizonte,MG,Sudeste
707,Claudia Oliveira Costa,Betim,MG,Sudeste
708,Simone Oliveira Rocha,Quixada,CE,Nordeste
709,Gabriel Nunes Nunes,Igarassu,PE,Nordeste
710,Leticia Barbosa Santos,Ipatinga,MG,Sudeste
711,Rodrigo Carvalho Costa,Guara,DF,Centro-oeste
712,Marcia Rocha Santos,Gama,DF,Centro-oeste
713,Joao Mendes Santos,Porto Seguro,BA,Nordeste
714,Rafael Araujo Martins,Santa Maria,RS,Sul
715,Rodrigo Oliveira Gomes,Tabatinga,AM,Norte
716,Mateus Araujo Mendes,Itapipoca,CE,Nordeste
717,Bruna Mendes Carvalho,Nova Iguacu,RJ,Sudeste
718,Vinicius Ribeiro Ferreira,Passo Fundo,RS,Sul
719,Vanessa Alves Gomes,Erechim,RS,Sul
720,Gabriela Souza Mendes,Iguatu,CE,Nordeste
721,Antonio Gomes Rocha,Novo Hamburgo,RS,Sul
722,Marcelo Barbosa Nunes,Guara,DF,Centro-oeste
723,Claudia Barbosa Lima,Manacapuru,AM,Norte
724,Lucas Rodrigues Gomes,Novo Hamburgo,RS,Sul
725,Tatiane Ferreira Lima,Petropolis,RJ,Sudeste
726,Vinicius Gomes Barbosa,Sao Jose dos Campos,SP,Sudeste
727,Joao Lima Lima,Sao Paulo,SP,Sudeste
728,Luiz Oliveira Araujo,Contagem,MG,Sudeste
729,Larissa Souza Rocha,Nova Iguacu,RJ,Sudeste
730,Vinicius Ribeiro Ribeiro,Pelotas,RS,Sul
731,Marcos Barbosa Araujo,Tabatinga,AM,Norte
732,Bruno Costa Pereira,Ilheus,BA,Nordeste
733,Luana Vieira Santos,Tefe,AM,Norte
734,Renata Martins Souza,Sao Bernardo do Campo,SP,Sudeste
735,Fabio Pereira Gomes,Recife,PE,Nordeste
736,Claudia Costa Costa,Betim,MG,Sudeste
737,Bruno Vieira Nunes,Ipatinga,MG,Sudeste
738,Pedro Gomes Ribeiro,Bento Goncalves,RS,Sul
739,Priscila Araujo Ribeiro,Uberaba,MG,Sudeste
740,Fernanda Oliveira Araujo,Samambaia,DF,Centro-oeste
741,Raquel Nunes Vieira,Maringa,PR,Sul
742,Bruno Vieira Lima,Ceilandia,DF,Centro-oeste
743,Jessica Barbosa Costa,Cascavel,PR,Sul
744,Bruno Alves Vieira,Governador Valadares,MG,Sudeste
745,Marcos Pereira Vieira,Rio de Janeiro,RJ,Sudeste
746,Gabriel Carvalho Alves,Niteroi,RJ,Sudeste
747,Gabriel Pereira Costa,Ribeirao Preto,SP,Sudeste
748,Sandra Carvalho Martins,Maringa,PR,Sul
749,Gabriel Barbosa Rodrigues,Betim,MG,Sudeste
750,Carlos Costa Lima,Planaltina,DF,Centro-oeste
751,Gustavo Ferreira Ribeiro,Sao Jose dos Campos,SP,Sudeste
752,Paulo Santos Costa,Angra dos Reis,RJ,Sudeste
753,Rodrigo Nunes Costa,Volta Redonda,RJ,Sudeste
754,Luiz Ferreira Ferreira,Brasilia,DF,Centro-oeste
755,Marcia Araujo Oliveira,Ribeirao Preto,SP,Sudeste
756,Guilherme Souza Ribeiro,Quixada,CE,Nordeste
757,Maria Ribeiro Santos,Porto Alegre,RS,Sul
758,Jose Oliveira Nunes,Maringa,PR,Sul
759,Mariana Carvalho Oliveira,Petrolina,PE,Nordeste
760,Andre Araujo Gomes,Camacari,BA,Nordeste
761,Gustavo Carvalho Costa,Campos dos Goytacazes,RJ,Sudeste
762,Jessica Araujo Oliveira,Pelotas,RS,Sul
763,Tatiane Rocha Oliveira,Sobral,CE,Nordeste
764,Priscila Gomes Pereira,Parintins,AM,Norte
765,Larissa Araujo Araujo,Ilheus,BA,Nordeste
766,Marcelo Silva Souza,Campinas,SP,Sudeste
767,Sandra Ribeiro Mendes,Vitoria da Conquista,BA,Nordeste
768,Diego Vieira Lima,Sao Bernardo do Campo,SP,Sudeste
769,Ricardo Costa Barbosa,Sao Jose dos Pinhais,PR,Sul
770,Fernando Carvalho Gomes,Caxias do Sul,RS,Sul
771,Fernanda Silva Alves,Gravata,PE,Nordeste
772,Alexandre Barbosa Rodrigues,Juiz de Fora,MG,Sudeste
773,Beatriz Silva Barbosa,Aguas Claras,DF,Centro-oeste
774,Francisco Araujo Araujo,Guarulhos,SP,Sudeste
775,Guilherme Vieira Costa,Serra Talhada,PE,Nordeste
776,Aline Araujo Costa,Recife,PE,Nordeste
777,Pedro Costa Martins,Gama,DF,Centro-oeste
778,Renata Barbosa Rodrigues,Juazeiro do Norte,CE,Nordeste
779,Rodrigo Oliveira Costa,Guara,DF,Centro-oeste
780,Beatriz Gomes Pereira,Ilheus,BA,Nordeste
781,Marcia Rocha Santos,Samambaia,DF,Centro-oeste
782,Beatriz Lima Ribeiro,Pocos de Caldas,MG,Sudeste
783,Renata Santos Barbosa,Manaus,AM,Norte
784,Ricardo Souza Alves,Maues,AM,Norte
785,Rafael Ribeiro Rodrigues,Sao Jose dos Campos,SP,Sudeste
786,Marcelo Ferreira Oliveira,Pelotas,RS,Sul
787,Lucas Rodrigues Araujo,Salvador,BA,Nordeste
788,Joao Rocha Oliveira,Governador Valadares,MG,Sudeste
789,Jose Rodrigues Mendes,Garanhuns,PE,Nordeste
790,Isabela Ribeiro Martins,Igarassu,PE,Nordeste
791,Carolina Vieira Barbosa,Londrina,PR,Sul
792,Bruna Rodrigues Rocha,Autazes,AM,Norte
793,Simone Ferreira Silva,Santa Maria,RS,Sul
794,Antonia Santos Martins,Rio de Janeiro,RJ,Sudeste
795,Guilherme Silva Barbosa,Samambaia,DF,Centro-oeste
796,Fernando Mendes Rodrigues,Camacari,BA,Nordeste
797,Alexandre Martins Barbosa,Niteroi,RJ,Sudeste
798,Carlos Costa Alves,Serra Talhada,PE,Nordeste
799,Bruna Lima Mendes,Iguatu,CE,Nordeste
800,Carlos Costa Barbosa,Passo Fundo,RS,Sul
801,Paulo Nunes Martins,Volta Redonda,RJ,Sudeste
802,Marcelo Rodrigues Souza,Paranagua,PR,Sul
803,Juliana Mendes Araujo,Ipatinga,MG,Sudeste
804,Rafael Oliveira Santos,Guara,DF,Centro-oeste
805,Beatriz Vieira Rodrigues,Juazeiro do Norte,CE,Nordeste
806,Leonardo Vieira Araujo,Manaus,AM,Norte
807,Tatiane Oliveira Ferreira,Parintins,AM,Norte
808,Vanessa Mendes Santos,Manaus,AM,Norte
809,Vanessa Ferreira Silva,Cabo Frio,RJ,Sudeste
810,Guilherme Santos Costa,Recife,PE,Nordeste
811,Marcos Oliveira Souza,Juiz de Fora,MG,Sudeste
812,Juliana Gomes Araujo,Sao Paulo,SP,Sudeste
813,Gabriel Rodrigues Araujo,Sao Jose dos Campos,SP,Sudeste
814,Gabriela Pereira Costa,Curitiba,PR,Sul
815,Bruno Oliveira Costa,Colombo,PR,Sul
816,Patricia Nunes Rodrigues,Cabo Frio,RJ,Sudeste
817,Juliana Martins Nunes,Maues,AM,Norte
818,Felipe Vieira Gomes,Sao Jose dos Pinhais,PR,Sul
819,Bruna Martins Alves,Pocos de Caldas,MG,Sudeste
820,Antonio Carvalho Souza,Erechim,RS,Sul
821,Camila Ribeiro Lima,Itabuna,BA,Nordeste
822,Camila Silva Rodrigues,Santos,SP,Sudeste
823,Renata Costa Carvalho,Guarulhos,SP,Sudeste
824,Thiago Carvalho Vieira,Angra dos Reis,RJ,Sudeste
825,Leticia Silva Pereira,Teresopolis,RJ,Sudeste
826,Patricia Pereira Costa,Samambaia,DF,Centro-oeste
827,Thiago Carvalho Souza,Pocos de Caldas,MG,Sudeste
828,Gabriela Vieira Mendes,Petropolis,RJ,Sudeste
829,Mariana Pereira Rocha,Planaltina,DF,Centro-oeste
830,Maria Araujo Santos,Cabo Frio,RJ,Sudeste
831,Marcelo Santos Pereira,Crato,CE,Nordeste
832,Gabriel Oliveira Mendes,Canoas,RS,Sul
833,Antonio Souza Silva,Ponta Grossa,PR,Sul
834,Gabriel Santos Ribeiro,Angra dos Reis,RJ,Sudeste
835,Jose Santos Carvalho,Guarulhos,SP,Sudeste
836,Ricardo Araujo Oliveira,Guarapuava,PR,Sul
837,Alexandre Araujo Pereira,Igarassu,PE,Nordeste
838,Carolina Souza Ribeiro,Samambaia,DF,Centro-oeste
839,Leonardo Oliveira Mendes,Foz do Iguacu,PR,Sul
840,Leonardo Barbosa Ferreira,Betim,MG,Sudeste
841,Ricardo Martins Gomes,Sobral,CE,Nordeste
842,Rafael Silva Rocha,Bento Goncalves,RS,Sul
843,Jessica Martins Alves,Itabuna,BA,Nordeste
844,Leticia Vieira Ribeiro,Paulista,PE,Nordeste
845,Gustavo Santos Costa,Itapipoca,CE,Nordeste
846,Diego Ribeiro Carvalho,Salvador,BA,Nordeste
847,Eduardo Souza Rodrigues,Sao Paulo,SP,Sudeste
848,Paulo Pereira Lima,Contagem,MG,Sudeste
849,Marcos Souza Silva,Santa Maria,RS,Sul
850,Vinicius Martins Ferreira,Petropolis,RJ,Sudeste
851,Fernanda Nunes Carvalho,Porto Alegre,RS,Sul
852,Mariana Nunes Gomes,Maringa,PR,Sul
853,Luana Costa Alves,Tefe,AM,Norte
854,Marcelo Barbosa Ferreira,Quixada,CE,Nordeste
855,Tatiane Mendes Santos,Novo Hamburgo,RS,Sul
856,Gustavo Carvalho Mendes,Uberlandia,MG,Sudeste
857,Rafael Pereira Mendes,Igarassu,PE,Nordeste
858,Rafael Costa Ribeiro,Maracanau,CE,Nordeste
859,Amanda Oliveira Gomes,Ponta Grossa,PR,Sul
860,Rafael Santos Nunes,Cascavel,PR,Sul
861,Leonardo Rodrigues Nunes,Porto Seguro,BA,Nordeste
862,Simone Silva Costa,Canoas,RS,Sul
863,Guilherme Nunes Barbosa,Novo Hamburgo,RS,Sul
864,Felipe Nunes Silva,Curitiba,PR,Sul
865,Claudia Martins Ribeiro,Coari,AM,Norte
866,Gabriela Santos Rodrigues,Caruaru,PE,Nordeste
867,Daniel Alves Costa,Londrina,PR,Sul
868,Eduardo Ferreira Santos,Caxias do Sul,RS,Sul
869,Lucas Gomes Rocha,Manaus,AM,Norte
870,Fabio Araujo Carvalho,Igarassu,PE,Nordeste
871,Gustavo Alves Rodrigues,Uberaba,MG,Sudeste
872,Gabriela Alves Rocha,Ipatinga,MG,Sudeste
873,Carolina Pereira Rocha,Itapipoca,CE,Nordeste
874,Sandra Barbosa Martins,Pelotas,RS,Sul
875,Leticia Carvalho Ferreira,Pelotas,RS,Sul
876,Vanessa Gomes Oliveira,Feira de Santana,BA,Nordeste
877,Simone Ribeiro Araujo,Manaus,AM,Norte
878,Ricardo Barbosa Carvalho,Sao Paulo,SP,Sudeste
879,Fabio Rodrigues Ribeiro,Cabo Frio,RJ,Sudeste
880,Leticia Rodrigues Costa,Ceilandia,DF,Centro-oeste
881,Eduardo Carvalho Ferreira,Ipatinga,MG,Sudeste
882,Rodrigo Santos Nunes,Campos dos Goytacazes,RJ,Sudeste
883,Leonardo Silva Santos,Canoas,RS,Sul
884,Joao Silva Ribeiro,Petropolis,RJ,Sudeste
885,Marcelo Souza Ribeiro,Tefe,AM,Norte
886,Pedro Souza Martins,Salvador,BA,Nordeste
887,Lucas Oliveira Lima,Novo Hamburgo,RS,Sul
888,Beatriz Souza Nunes,Gama,DF,Centro-oeste
889,Simone Rodrigues Ribeiro,Volta Redonda,RJ,Sudeste
890,Gabriela Barbosa Carvalho,Brasilia,DF,Centro-oeste
891,Alexandre Souza Gomes,Santos,SP,Sudeste
892,Pedro Rodrigues Carvalho,Guara,DF,Centro-oeste
893,Gabriel Santos Rocha,Gravatai,RS,Sul
894,Eduardo Santos Pereira,Vitoria da Conquista,BA,Nordeste
895,Francisca Costa Oliveira,Uberlandia,MG,Sudeste
896,Claudia Alves Pereira,Maringa,PR,Sul
897,Paulo Vieira Pereira,Santa Maria,RS,Sul
898,Rafael Carvalho Carvalho,Presidente Figueiredo,AM,Norte
899,Claudia Costa Silva,Sobradinho,DF,Centro-oeste
900,Marcia Lima Carvalho,Gravata,PE,Nordeste
901,Gabriel Rodrigues Costa,Osasco,SP,Sudeste
902,Fabio Araujo Carvalho,Ceilandia,DF,Centro-oeste
903,Raquel Souza Carvalho,Foz do Iguacu,PR,Sul
